ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x423d,CUS_0xb5bd,August,Grega,28,732-58-9225,Journalist,17273.83,,9,7,31,5,"Payday Loan, Personal Loan, Payday Loan, Mortgage Loan, and Payday Loan",17,20,10.57,11.0,Bad,2195.01,25.00890874562349,14 Years and 8 Months,Yes,47.9020886887389,44.08812304401539,Low_spent_Medium_value_payments,316.158371600579,Poor
0x4249,CUS_0x5336,August,Ayesha Rascoed,22_,758-83-2675,Mechanic,101723.52,8608.96,8,5,15,3,"Credit-Builder Loan, Student Loan, and Student Loan",22,18,13.61,4.0,_,526.56,22.6066636760366,18 Years and 9 Months,NM,134.5816707081861,790.5421138738823,Low_spent_Medium_value_payments,215.77221541793162,Standard
0x4255,CUS_0x9d32,August,Michelen,14,237-67-0639,Architect,15868.97,1446.414166666667,7,9,31,9_,"Personal Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",33,15,16.62,13.0,Bad,4972.01_,24.189017552028734,9 Years and 0 Months,Yes,62.59167174282869,149.43558174390012,Low_spent_Medium_value_payments,212.61416317993786,Poor
0x4261,CUS_0x530e,August,Rothackern,54,321-09-8273,_______,25506.53,,3,6,10,2,"Auto Loan, and Personal Loan",31,13,5.54,1.0,_,43.06,33.225459150182616,20 Years and 5 Months,No,161.44651641232718,239.26465554703097,Low_spent_Small_value_payments,243.456543171748,Standard
0x426d,CUS_0xd3d,August,Ransdell Piersoni,36,128-99-6129,Lawyer,18843.62,1603.3016666666665,7,6,7,5,"Home Equity Loan, Personal Loan, Auto Loan, Payday Loan, and Mortgage Loan",5,8,15.26,7.0,Standard,1266.84,39.61006667711315,19 Years and 11 Months,Yes,43.64098887096407,96.53906249462538,High_spent_Small_value_payments,280.1501153010772,Standard
0x4279,CUS_0x7304,August,asils,40_,619-13-9521,Developer,31700.08,2710.6733333333336,10,7,29,8,"Home Equity Loan, Payday Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",54,15,25.48,16.0,_,4031.88,29.73924115373275,2 Years and 8 Months,Yes,189.41402880233915,34.629794983219085,High_spent_Large_value_payments,287.0235095477751,Standard
0x4285,CUS_0x401c,August,Olesya Dmitracovam,36,272-14-7214,Journalist,71223.92,5713.326666666668,6,10,19,7_,"Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",24,23,5.8,10.0,Bad,1917.13,36.68890331599426,NA,Yes,242.15914693765788,117.13126927685673,High_spent_Medium_value_payments,462.0422504521521,Standard
0x4291,CUS_0x646,August,,54,758-52-6298,_______,85875.8,7256.3166666666675,1,5,498,2_,"Home Equity Loan, and Personal Loan",4,4,5.77,6.0,Good,651.09,39.00700555957195,23 Years and 5 Months,No,110.58736229894855,400.5607944697102,Low_spent_Medium_value_payments,494.483509898008,Poor
0x429d,CUS_0x24bb,August,,27,855-99-6125,Developer,2351135.0,1932.664166666667,3,5,10,2,"Mortgage Loan, and Mortgage Loan",13,17,_,1.0,Standard,642.22,28.873093830279018,24 Years and 8 Months,Yes,35.92761913091166,41.75959746964376,High_spent_Large_value_payments,355.5792000661113,Standard
0x42a9,CUS_0xbc14,August,Frenchw,24,846-80-3325,Mechanic,87957.02,,2,1470,9,4_,"Home Equity Loan, Auto Loan, Credit-Builder Loan, and Mortgage Loan",9,-1,9.23,5.0,_,811.01,29.13074677478932,19 Years and 10 Months,NM,195.91370327666627,52.7143542949106,High_spent_Large_value_payments,736.7471090950899,Poor
0x42b5,CUS_0x6f5f,August,Nick Brownn,25,891-00-5252,_______,33063.59,,8,3,6,7,"Personal Loan, Auto Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan",12,16,7.19,10.0,Standard,788.4,26.999719848603817,18 Years and 2 Months,Yes,143.7567213449993,102.01985620430399,High_spent_Medium_value_payments,278.35333911736336,Standard
0x42c1,CUS_0x960f,August,,5504,203-84-6827,Media_Manager,14480.21,943.6841666666667,10,7,24,9,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, Personal Loan, Not Specified, Auto Loan, and Not Specified",25,17,15.93,10.0,_,3873.09,25.289404099339453,8 Years and 2 Months,Yes,54.587566811939446,71.95692419680299,Low_spent_Small_value_payments,257.82392565792424,Poor
0x42cd,CUS_0x9d9a,August,,38,456-78-8568,Teacher,84660.74,7046.061666666667,4,4,12,1,Home Equity Loan,15,0,8.99,3.0,Good,702.26,36.68355860783363,27 Years and 6 Months,NM,60.86361531697017,156.48597123074586,High_spent_Large_value_payments,727.2565801189508,Good
0x42d9,CUS_0x5684,August,Gregt,33,409-97-1713,Engineer,77335.86,6164655,3,4,19,4_,"Payday Loan, Personal Loan, Payday Loan, and Not Specified",29,20,11.88,4.0,Standard,284.69,39.08808767772463,29 Years and 11 Months,No,239.01787644323346,150.78263837689778,High_spent_Medium_value_payments,476.6649851798687,Standard
0x42e5,CUS_0x943c,August,Martinne Gellerp,25_,448-44-0110,Writer,23613.43,2202.785833333333,6,7,6,3,"Auto Loan, Debt Consolidation Loan, and Student Loan",12,11,9.35,4.0,Standard,428.67,37.687911193202964,27 Years and 8 Months,NM,46.7383065427455,184.55434927809392,Low_spent_Large_value_payments,258.985927512494,Standard
0x42f1,CUS_0x2d83,August,Abhijitn,18_,#F%$D@*&8,Lawyer,15325.73,,6,8,30,5,"Debt Consolidation Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Auto Loan",31,21,15.49,11.0,Bad,4445.87,30.46478053277143,11 Years and 10 Months,Yes,61.850784414907004,62.522219729297596,!@9#%8,253.74141252246204,Standard
0x42fd,CUS_0x8316,August,Krudyw,40,815-63-3344,Musician,68110.83,5469.9025,5,7,9,3,"Home Equity Loan, Personal Loan, and Home Equity Loan",21,14,19.13,1.0,_,147.77,32.14500578654974,30 Years and 8 Months,Yes,102.6910617874959,175.62163827334325,High_spent_Medium_value_payments,518.6775499391608,Standard
0x4309,CUS_0x1056,August,Hornbyb,44,081-93-4350,Entrepreneur,16053.86,1196.8216666666667,8,6,24,5,"Student Loan, Student Loan, Not Specified, Personal Loan, and Debt Consolidation Loan",27,18,0.83,12.0,Bad,2107.76,36.854669266632534,16 Years and 2 Months,Yes,44.86029054336601,154.06862404801825,Low_spent_Small_value_payments,210.7532520752824,Poor
0x4315,CUS_0x9ecd,August,Kevin Yaou,51,556-82-8148,Entrepreneur,169141.6,,3,6,6,1,Auto Loan,6,,8.04,1.0,_,242.61,36.69485560976524,22 Years and 11 Months,NM,102.46142384222294,240.2399436156583,High_spent_Large_value_payments,1334.611965875452,Good
0x4321,CUS_0xb24d,August,Edwardk,19,389-86-5893,Musician,42870.21,3523.5175,6,6,25,6,"Mortgage Loan, Student Loan, Mortgage Loan, Student Loan, Payday Loan, and Debt Consolidation Loan",45,17,28.89,7.0,_,2757.48,32.88147277040292,6 Years and 3 Months,Yes,122.48267028579257,317.4038919894925,!@9#%8,202.465187724715,Standard
0x432d,CUS_0xb018,August,,35,088-10-2997,Teacher,128189.37,10390.4475,2,7,7,2,"Payday Loan, and Debt Consolidation Loan",5,-1,6.630000000000001,2.0,Good,913.1,27.32988842352436,31 Years and 3 Months,No,153.26900867974257,749.6483674502202,Low_spent_Large_value_payments,406.12737387003716,Standard
0x4339,CUS_0x5999,August,Dayn,36,905-67-0656,Scientist,58537.38,4688115,7,5,19,4_,"Payday Loan, Debt Consolidation Loan, Student Loan, and Home Equity Loan",19,10,11.11,,_,259.63,24.09669236559614,23 Years and 3 Months,No,105.85330620963569,93.4711621276065,High_spent_Large_value_payments,509.4870316627579,Good
0x4345,CUS_0x7e86,August,Saitop,50,947-24-2057,Doctor,24667.16,2284.596666666667,8,6,16,3,"Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",10,15,19.93,5.0,Standard,722.02,38.26202195857579,19 Years and 10 Months,Yes,49.23739807081449,128.30104697308244,Low_spent_Large_value_payments,320.92122162276974,Poor
0x4351,CUS_0x81f1,August,Gelleru,33,790-89-0831,Lawyer,62757.12,,1308,8,18,9,"Student Loan, Mortgage Loan, Student Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan, and Student Loan",52,22,26.92,17.0,Bad,3754.18,26.18035036128761,6 Years and 2 Months,Yes,467.8454156770467,200.81637357476768,!@9#%8,84.7142107481857,Standard
0x435d,CUS_0x738f,August,Katharina Barty,40,995-65-2513,Mechanic,9767.32_,872.9433333333333,5,7,3,1,Not Specified,20,20,2.47,4.0,Good,327.25,31.0792432310098,15 Years and 11 Months,No,7.867825937727766,70.19082375603091,Low_spent_Small_value_payments,299.23568363957463,Standard
0x4369,CUS_0xa2a8,August,Neilf,31,586-33-6787,Doctor,14292.96,1096.08,8,7,23,9,"Auto Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, and Student Loan",56,21,4.78,11.0,Bad,1975.27,38.03869498762381,8 Years and 3 Months,Yes,78.22962898056794,79.94057029894181,Low_spent_Medium_value_payments,231.43780072049026,Poor
0x4375,CUS_0xb521,August,Adamg,38,715-62-6122,Developer,8571.29,514.2741666666667,8,7,24,9,"Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Auto Loan, and Credit-Builder Loan",53,24,4.09,9.0,_,1716.56,28.361019515645708,NA,Yes,42.827855239035294,30.12388540793217,Low_spent_Small_value_payments,268.47567601969916,Poor
0x4381,CUS_0xb3cd,August,Lynnq,15,530-05-2968,Mechanic,20739.75,1916.3125,6,10,26,8,"Student Loan, Student Loan, Not Specified, Home Equity Loan, Personal Loan, Student Loan, Auto Loan, and Auto Loan",57,20,_,15.0,Bad,3077.36,22.544673747125653,14 Years and 2 Months,NM,137.10464431505682,134.86047391189183,Low_spent_Small_value_payments,209.66613177305138,Poor
0x438d,CUS_0x3224,August,Andrea Shalal-Esaw,18,078-06-0704,Lawyer,53181.21,4636.7675,5,5,8,3,"Not Specified, Not Specified, and Student Loan",13,13,_,4.0,Standard,1942.0,37.98904525437329,10 Years and 2 Months,Yes,84.02175113249713,110.56294025516964,!@9#%8,519.0920586123333,Standard
0x4399,CUS_0x3cd2,August,Kanekoj,33,984-94-3425,Journalist,89239.35,,0,4,11,0,,6,1,5.74,1.0,Good,590.29,43.31160857528697,23 Years and 8 Months,No,0.0,134.71891200443815,!@9#%8,893.3423379955618,Standard
0x43a5,CUS_0x6f00,August,Anuragb,47,794-90-5630,Mechanic,98962.77,8044.897499999999,5,6,8,2,"Home Equity Loan, and Debt Consolidation Loan",12,,2.6,0.0,Good,599.54,35.73096687027321,26 Years and 5 Months,No,98.61147339846188,280.9659518890824,High_spent_Medium_value_payments,674.9123247124558,Good
0x43b1,CUS_0x1a3b,August,Victoria Thiebergerh,16,173-00-2847,Entrepreneur,33082.87,,5,1194,12,4,"Payday Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",17,16,18.4,12.0,Standard,576.44,31.15524780645956,19 Years and 4 Months,Yes,78.16490662396734,69.03675398892828,High_spent_Large_value_payments,371.3889227204377,Standard
0x43bd,CUS_0x56bd,August,Debbie Hummeld,38,404-80-3253,Writer,10030.52,696.8766666666667,10,9,27,8,"Payday Loan, Personal Loan, Student Loan, Credit-Builder Loan, Not Specified, Not Specified, Payday Loan, and Student Loan",47,,17.39,11.0,Bad,4812.08,25.66494507850261,12 Years and 5 Months,Yes,52.410230157087774,27.15724237768098,Low_spent_Small_value_payments,280.1201941318979,Standard
0x43c9,CUS_0xb1a0,August,Wachtelm,17,249-90-4145,Lawyer,15823.87,1067.6558333333335,8,6,23,9,"Student Loan, Home Equity Loan, Student Loan, Not Specified, Auto Loan, Payday Loan, Home Equity Loan, Personal Loan, and Mortgage Loan",47,,15.69,12.0,Bad,3703.96,25.124653314137177,10 Years and 2 Months,Yes,87.3234231745898,100.44800015346165,Low_spent_Small_value_payments,208.9941600052819,Standard
0x43d5,CUS_0x43c5,August,Jonathan Gouldk,17,231-04-4667,Architect,63149.2,5121.433333333333,7,10,19,6,"Payday Loan, Personal Loan, Auto Loan, Not Specified, Personal Loan, and Payday Loan",17,18,27.02,10.0,Bad,3656.46,33.133250351852844,6 Years and 9 Months,Yes,233.6021768072559,218.874503886572,Low_spent_Small_value_payments,349.6666526395054,Standard
0x43e1,CUS_0xa374,August,Paritosh Bansalq,39,646-84-2918,Doctor,34680.44,2730.6099918316863,3,3,18,0,,20,11,14.72,5.0,Standard,551.18,26.32829185051693,27 Years and 6 Months,NM,405.4266748349807,324.13802241717616,Low_spent_Small_value_payments,279.46564424949054,Standard
0x43ed,CUS_0xa83c,August,Jonathan Leffk,22,042-49-7943,Doctor,23195.18_,1768.9316666666666,8,6,14,5_,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Not Specified",6,11,14.52,8.0,Standard,458.8,30.434484572307127,16 Years and 10 Months,Yes,53.429503407349046,,High_spent_Medium_value_payments,314.5787405037903,Standard
0x43f9,CUS_0x5088,August,Kirschbauml,47,058-85-7676,Teacher,68375.37,5914.947499999998,6,3,17,1,Personal Loan,20,12,7.56,6.0,_,804.61,37.64346914950607,30 Years and 11 Months,No,38.40824349011482,218.72561556568385,High_spent_Medium_value_payments,584.3608909442013,Standard
0x4405,CUS_0x468a,August,Mark Johny,47,247-60-3180,Journalist,115827.92,9459.326666666666,7,6,17,2,"Debt Consolidation Loan, and Payday Loan",14,11,4.33,3.0,_,291.71,30.40662032185308,17 Years and 9 Months,No,141.92313260895574,728.0920631977167,Low_spent_Large_value_payments,345.9174708599942,Good
0x4411,CUS_0x70f1,August,Barlynp,33,212-21-4654,Scientist,12025.84,961.1533333333333,7,5,17,2,"Personal Loan, and Personal Loan",11,,9.72,6.0,Standard,1188.36,30.43057057284877,28 Years and 0 Months,Yes,18.2471612871006,87.35221735218674,Low_spent_Small_value_payments,280.515954694046,Standard
0x441d,CUS_0xc3ee,August,Dominic Lauy,43,971-78-9268,Architect,14439.41,956.2841666666666,3,5,8,0,,12,6,1.4500000000000002,2043.0,Good,1238.5,27.96817956421516,33 Years and 3 Months,No,0.0,__10000__,Low_spent_Small_value_payments,306.8233366363691,Good
0x4429,CUS_0x9da6,August,Annv,35,114-37-3012,Entrepreneur,20516.18,1766.6816666666666,5,7,17,4,"Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",8,14_,8.76,1.0,Standard,232.52,31.83718331684272,18 Years and 8 Months,No,56.37071107419772,64.45319294175546,!@9#%8,305.8442626507135,Good
0x4435,CUS_0x4f7d,August,Dayp,38,154-66-0698,Journalist,15590.68,,7,9,26,9,"Mortgage Loan, Credit-Builder Loan, Personal Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Not Specified, and Credit-Builder Loan",47,16,28.98,7.0,_,4746.44,36.933402303841845,14 Years and 0 Months,Yes,92.88936484239521,169.8320241599002,Low_spent_Small_value_payments,157.10094433103797,Standard
0x4441,CUS_0xbe9d,August,Yunc,22,667-33-3115,_______,1034126.0,8612.0325,3,7,6,-100,Personal Loan,9,,4.37,3.0,Good,1234.59,37.589959691772144,18 Years and 3 Months,No,73.63741342979709,__10000__,!@9#%8,424.76030612739083,Standard
0x444d,CUS_0xa301,August,"""Martiny",39,#F%$D@*&8,Writer,65934.22,,5,7,7,0,,13,15,12.25,,Standard,1123.0,35.934784091256105,21 Years and 10 Months,Yes,0.0,113.63134130754958,!@9#%8,691.8204920257837,Standard
0x4459,CUS_0xf6c,August,Huffstutterl,55,128-03-0204,Writer,76046.25,,7,3,16,3,"Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",17,19,3.29,9.0,Standard,91.84,22.548634538831447,30 Years and 8 Months,Yes,172.98551542126657,__10000__,Low_spent_Small_value_payments,60.97820663471237,Standard
0x4465,CUS_0x6df5,August,Weihao Caog,43,135-83-0935,Writer,17602.93,1176.9108333333334,9,10,29,6,"Student Loan, Personal Loan, Payday Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",47,17,13.49,7.0,Standard,2158.18,26.05116358836483,17 Years and 3 Months,Yes,46.777519182268,130.92354160125723,Low_spent_Small_value_payments,229.9900225498081,Poor
0x4471,CUS_0x117d,August,Evat,24,812-62-8349,Media_Manager,70779.18,5861.2649999999985,1,4,9,4,"Student Loan, Student Loan, Not Specified, and Debt Consolidation Loan",14,-2,3.61,4.0,Good,1340.31,25.856378034105674,21 Years and 5 Months,No,131.34831160336728,300.6020796271049,High_spent_Small_value_payments,414.17610876952784,Good
0x447d,CUS_0x59a1,August,Matthewk,27,676-03-1319,_______,20373.24,1845.77,4,6,21,2,"Credit-Builder Loan, and Not Specified",19,9,11.22,8.0,Standard,1517.43,36.44964396815661,19 Years and 2 Months,Yes,21.476498190130105,117.11653951226221,Low_spent_Small_value_payments,335.98396229760766,Poor
0x4489,CUS_0x39d7,August,Nate Raymondw,29,300-57-8786,Teacher,20377.7,,6,5,15,2,"Student Loan, and Payday Loan",21,17,17.14,6.0,Standard,1490.65,25.30344389537089,11 Years and 3 Months,Yes,29.92158094492277,155.8533973622973,Low_spent_Small_value_payments,270.1391883594466,Poor
0x4495,CUS_0x6895,August,Stephen Brownn,42,989-88-6895,Entrepreneur,35064.5,2949.041666666666,10,7,33,7,"Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Student Loan, and Not Specified",38,20,18.54,15.0,_,2543.44,36.400715004340796,9 Years and 5 Months,Yes,132.2560664105901,110.97611714437487,!@9#%8,321.67198311170165,Poor
0x44a1,CUS_0x39a6,August,Fergusf,16,489-27-4816,_______,49441.62,4419135,9,10,15,5,"Personal Loan, Mortgage Loan, Not Specified, Student Loan, and Mortgage Loan",52,,23.1,12.0,Bad,3119.6,32.01045233284458,1 Years and 0 Months,Yes,176.48402845591357,125.22811891419586,!@9#%8,400.2013526298906,Poor
0x44ad,CUS_0x2095,August,Victoria Bryane,20,774-74-4749,Entrepreneur,73842.33,5927.5275,4,5,5,3,"Home Equity Loan, Student Loan, and Home Equity Loan",27,18,5.83,4.0,Standard,344.09,37.59178969904829,19 Years and 2 Months,No,112.5848146399717,210.45036110498575,High_spent_Medium_value_payments,519.7175742550427,Standard
0x44b9,CUS_0x36da,August,", Globalf",42,969-97-7513,Lawyer,36151.31,2868.609166666666,1,3,12,3,"Personal Loan, Personal Loan, and Personal Loan",3,6,2.5,8.0,Good,563.28,30.407104811571426,23 Years and 8 Months,No,54.78797361796784,148.97569112177436,High_spent_Small_value_payments,343.0972519269245,Standard
0x44c5,CUS_0x5cb5,August,Wahbam,40,128-03-9248,Writer,20081.52,1454.46,6,6,22,2,"Debt Consolidation Loan, and Debt Consolidation Loan",26,15,9.11,12.0,_,2468.95,30.68317431980398,18 Years and 4 Months,Yes,81125.0,169.02921338516248,Low_spent_Small_value_payments,235.546775738548,Standard
0x44d1,CUS_0xb1da,August,Paulj,35,671-03-8487,Doctor,110721.66_,9259805,3,7,15,4,"Credit-Builder Loan, Not Specified, Not Specified, and Auto Loan",14,13,3.15,6.0,_,281.42,28.620300272761828,26 Years and 6 Months,No,209.24544851015503,131.5562784570291,High_spent_Medium_value_payments,835.178773032816,Good
0x44dd,CUS_0xb591,August,Prasadc,52,356-12-8113,Lawyer,35724.37,3149.0308333333337,5,3,7,4_,"Auto Loan, Auto Loan, Auto Loan, and Personal Loan",32,14,5.15,1.0,Good,18.29,26.831894267809353,25 Years and 4 Months,No,86.1350973591329,__10000__,Low_spent_Medium_value_payments,418.05014449336016,Standard
0x44e9,CUS_0x55b5,August,Viswanatham,31,113-58-6546,Entrepreneur,18793.34,1612.111666666667,0,7,8,2,"Debt Consolidation Loan, and Not Specified",7,,2.89,3.0,Good,863.66,28.535746970921863,NA,No,27.301337081418172,59.156783713488046,!@9#%8,334.7530458717605,Standard
0x44f5,CUS_0x5d05,August,,35,823-01-2017,Scientist,27156.59,2160.0491666666667,6,4,7,3,"Mortgage Loan, Student Loan, and Payday Loan",12,18,3.75,,Standard,787.21,28.873269252454385,16 Years and 3 Months,No,64.97075972011929,170.33310366241653,Low_spent_Large_value_payments,250.70105328413086,Standard
0x4501,CUS_0x3868,August,Gerryv,34,916-37-8123,_______,3544929.0,1462.605833333333,8,9,30,6,"Mortgage Loan, Not Specified, Personal Loan, Home Equity Loan, Not Specified, and Auto Loan",54,24,_,8.0,Bad,2867.66,38.81884795480821,11 Years and 11 Months,Yes,43.23479313919076,,Low_spent_Small_value_payments,234.10001980801397,Poor
0x450d,CUS_0x7b3a,August,Clement Tank,27,084-00-6667,Scientist,14276.64,1397.72,7,8,18,7,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Student Loan, and Personal Loan",43,18,_,7.0,Bad,4400.77,37.84903562200406,13 Years and 4 Months,Yes,51.69662378612414,18.95428348301004,!@9#%8,319.1210927308658,Poor
0x4519,CUS_0x532a,August,Stempely,35,213-65-3582,Writer,56643.04,4479.253333333333,6,5,8,1433,"Mortgage Loan, and Student Loan",10,12,11.27,8.0,Standard,1254.91,30.75708170240296,25 Years and 0 Months,No,76.55115343481536,301.5372547918443,Low_spent_Small_value_payments,359.8369251066737,Good
0x4525,CUS_0x7b5,August,Huwp,24,156-06-2245,Mechanic,64249.44,5428.12,7,7,24,7,"Auto Loan, Auto Loan, Debt Consolidation Loan, Payday Loan, Mortgage Loan, Credit-Builder Loan, and Auto Loan",28,13,12.78,11.0,Standard,1450.31,34.466149877158045,14 Years and 3 Months,Yes,229.4802377164356,455.6525875765825,Low_spent_Medium_value_payments,137.679174706982,Poor
0x4531,CUS_0x5937,August,Silvioh,23,771-83-2093,Musician,15680.0,1571.666666666667,7,9,16,4,"Auto Loan, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",36,18,8.55,15.0,Bad,1823.34,33.49847145670772,18 Years and 2 Months,Yes,27.05276429494604,54.122521567253536,High_spent_Small_value_payments,335.9913808044671,Standard
0x453d,CUS_0x8ba7,August,Wolfe,32,#F%$D@*&8,Journalist,34153.67,2702.1391666666664,6,7,17,2,"Personal Loan, and Not Specified",23,14,0.94,4.0,Standard,226.31,36.93757779739686,19 Years and 3 Months,NM,50.052619019361934,34.514158203723056,High_spent_Medium_value_payments,435.64713944358164,Good
0x4549,CUS_0xc3d5,August,Tom Berginu,33,443-67-5998,Teacher,16599.37,,6,3,22,2,"Auto Loan, and Student Loan",9,10,17.0,6.0,_,1251.25,24.40853442267566,20 Years and 8 Months,Yes,17.322016536664947,83.09678062438486,Low_spent_Large_value_payments,279.5092861722835,Poor
0x4555,CUS_0x4d09,August,Karen Brettellq,37,953-85-2296,Engineer,158757.88,13111.823333333336,3,5,4,4,"Auto Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",12,0,14.23,7.0,Good,1317.48,37.795371067563984,NA,No,324.83451584779596,524.4066609218875,Low_spent_Large_value_payments,731.9411565636501,Poor
0x4561,CUS_0x92fc,August,Dineshp,45,437-25-0267,_______,86446.44_,7309.87,0,2,7,1,Student Loan,-3,-3,8.12,1194.0,Good,1396.41,26.526279937070516,18 Years and 5 Months,No,53.20448799505711,,Low_spent_Small_value_payments,566.7381686247413,Standard
0x456d,CUS_0x3de8,August,Daniele,27,614-99-8314,Entrepreneur,76113.09,6281.7575,7,6,16,0,,12,16,17.84,5.0,Standard,1127.46,38.684503974627134,27 Years and 6 Months,NM,0.0,224.03841173908023,High_spent_Medium_value_payments,654.1373382609197,Standard
0x4579,CUS_0x2a61,August,,46,753-68-0048,Teacher,9786.86,951.5716666666667,9,10,1663,2,"Personal Loan, and Student Loan",58,14,15.53,6.0,Standard,2149.9,23.451285243899484,NA,Yes,11.564437453875687,54.46174813453877,Low_spent_Medium_value_payments,309.13098107825226,Poor
0x4585,CUS_0x88f2,August,Himank Sharmag,27,460-29-2746,Media_Manager,17028.31,1663.0258333333334,4,2,4,0,,3,3,2.39,5.0,Good,43.02,35.242848570787736,30 Years and 9 Months,No,0.0,69.40692525955241,Low_spent_Medium_value_payments,376.89565807378096,Standard
0x4591,CUS_0xb503,August,Karen Jacobso,49,098-15-1551,Engineer,33835.16,,5,3,13,3_,"Not Specified, Home Equity Loan, and Student Loan",22,21,3.88,1.0,_,1353.86,21.85650766298645,27 Years and 11 Months,No,68.07297826478217,217.66468013612985,Low_spent_Small_value_payments,285.0220082657547,Standard
0x459d,CUS_0x10d7,August,Sinead Carewm,39,289-56-9714,Developer,15968.14,1380.678333333333,7,7,21,9,"Personal Loan, Auto Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, and Personal Loan",37,21,17.26,14.0,Bad,4912.8,39.894416068953745,12 Years and 4 Months,Yes,77.99711821646055,128.5986713486603,Low_spent_Medium_value_payments,211.47204376821247,Poor
0x45a9,CUS_0x8e38,August,Lucyx,40,597-58-5834,Entrepreneur,74499.6,5910.3,6,5,7,4,"Student Loan, Home Equity Loan, Payday Loan, and Debt Consolidation Loan",10,17,10.04,11.0,Standard,235.27,27.342009007315852,19 Years and 11 Months,Yes,171.1457122502194,117.93429237020676,High_spent_Large_value_payments,541.9499953795739,Standard
0x45b5,CUS_0x60d8,August,Dennyn,46,592-18-2639,Architect,170131.24,14153.603333333333,5,3,4,0,,10,9,_,6.0,Good,798.78,45.04290531360427,31 Years and 3 Months,No,0.0,366.8730060156942,High_spent_Medium_value_payments,1298.487327317639,Standard
0x45c1,CUS_0x1546,August,Ryanh,17,078-43-8169,Engineer,15359.33,1484.3629985146094,7,5,13,6,"Auto Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Auto Loan, and Not Specified",25,10,13.11,6.0,Standard,1631.85,28.52920702810998,15 Years and 0 Months,Yes,127.58726029025965,45.81243864892053,Low_spent_Medium_value_payments,335.9758858795434,Standard
0x45cd,CUS_0x3969,August,Deepa Seetharamand,31,316-61-8679,Architect,16154.25,1273.1875,8,8,29,5,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",28,20,4.8,15.0,Bad,1426.76,26.02930808045071,16 Years and 5 Months,Yes,33.767386483048256,93.54133290094342,Low_spent_Medium_value_payments,280.01003061600835,Poor
0x45d9,CUS_0x318d,August,Orank,38,#F%$D@*&8,Scientist,28050.2,2443.516666666667,6,5,33,7,"Not Specified, Personal Loan, Student Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Home Equity Loan",28,19,2.25,11.0,Bad,3534.02,24.102993753096566,8 Years and 8 Months,NM,143.79285053936678,93.19870296282326,High_spent_Medium_value_payments,257.36011316447656,Standard
0x45e5,CUS_0x4d2e,August,Benk,35_,280-54-8121,Teacher,98887.41,,0,5,1,1,Personal Loan,13,2,2.16,5.0,Good,1496.8,36.732685566194455,22 Years and 9 Months,No,67.18817914523072,134.12622403980214,High_spent_Large_value_payments,856.3473468149672,Poor
